ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
340338,2020,34,1,1,1,2,2,2,1,2,4,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340339,2020,34,17,1,1,2,2,1,3,2,1,3,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340340,2020,34,19,1,1,2,1,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340341,2020,34,15,1,1,2,2,1,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340342,2020,34,27,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340343,2020,34,21,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340344,2020,34,13,1,1,2,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340345,2020,34,11,1,1,2,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340346,2020,34,23,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340347,2020,34,23,1,1,2,2,2,1,2,3,2,5,1,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340348,2020,34,29,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,0,0,0
340349,2020,34,23,1,1,2,2,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340350,2020,34,23,1,1,2,2,2,1,2,4,3,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340351,2020,34,29,1,1,2,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340352,2020,34,29,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340353,2020,34,35,1,1,2,2,2,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340354,2020,34,7,1,1,2,2,2,4,1,3,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340355,2020,34,15,1,1,2,2,2,1,1,3,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
340356,2020,34,15,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340357,2020,34,17,1,1,2,2,2,1,2,3,3,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340358,2020,34,3,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340359,2020,34,35,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340360,2020,34,13,1,1,2,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340361,2020,34,23,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340362,2020,34,29,1,1,2,1,2,1,2,5,2,3,2,1,2,13,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340363,2020,34,15,1,1,2,2,2,1,2,3,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
340364,2020,34,1,1,1,2,1,2,1,2,3,2,1,2,1,1,6,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340365,2020,34,5,1,1,2,2,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340366,2020,34,25,1,1,2,2,2,3,2,2,2,1,2,2,1,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340367,2020,34,39,1,1,2,2,2,1,1,3,1,4,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340368,2020,34,1,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340369,2020,34,21,1,1,2,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
340370,2020,34,31,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340371,2020,34,31,1,1,2,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340372,2020,34,13,1,1,2,2,2,1,1,4,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340373,2020,34,27,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340374,2020,34,31,1,1,2,2,1,4,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340375,2020,34,11,1,1,2,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340376,2020,34,3,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340377,2020,34,25,1,1,2,2,2,1,2,2,2,5,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340378,2020,34,13,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340379,2020,34,21,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340380,2020,34,31,1,1,2,2,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,1,2,2,2,0,0,0
340381,2020,34,41,1,1,2,1,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340382,2020,34,1,1,1,2,1,2,1,2,5,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340383,2020,34,5,1,1,2,1,2,4,2,6,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340384,2020,34,7,1,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340385,2020,34,21,1,1,2,2,1,4,3,1,4,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340386,2020,34,5,1,1,2,2,2,4,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340387,2020,34,1,1,1,2,2,2,1,2,4,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,0,0,0
340388,2020,34,5,1,1,2,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
340389,2020,34,25,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340390,2020,34,27,1,1,2,2,1,3,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340391,2020,34,5,1,1,2,2,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340392,2020,34,29,1,1,2,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340393,2020,34,39,1,1,2,2,2,1,1,4,1,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
340394,2020,34,25,1,1,2,2,2,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
340395,2020,34,5,1,1,2,2,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340396,2020,34,19,1,1,2,1,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340397,2020,34,5,1,1,2,1,2,1,2,6,2,5,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340398,2020,34,5,1,1,2,2,2,1,1,3,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340399,2020,34,15,1,1,2,2,2,1,1,4,1,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340400,2020,34,41,1,1,2,2,2,4,2,3,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340401,2020,34,39,1,1,2,2,2,1,1,3,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340402,2020,34,17,1,1,2,2,2,1,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340403,2020,34,7,1,1,2,2,2,4,1,3,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340404,2020,34,9,1,1,2,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340405,2020,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340406,2020,34,13,1,1,2,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340407,2020,34,19,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340408,2020,34,13,1,1,2,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340409,2020,34,27,1,1,2,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340410,2020,34,23,1,1,2,2,2,1,2,2,3,3,1,1,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340411,2020,34,13,1,1,2,2,2,1,1,6,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340412,2020,34,15,1,1,2,2,2,1,1,3,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
340413,2020,34,13,2,1,2,2,2,1,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340414,2020,34,1,1,1,2,2,2,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340415,2020,34,3,1,1,2,2,2,1,2,2,2,1,2,2,3,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340416,2020,34,23,1,1,2,2,2,1,1,3,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340417,2020,34,5,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340418,2020,34,23,1,1,2,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340419,2020,34,25,1,1,2,2,2,4,1,3,1,1,2,1,1,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340420,2020,34,31,2,1,2,2,2,1,2,4,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340421,2020,34,39,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340422,2020,34,25,1,1,2,2,2,1,1,5,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340423,2020,34,23,1,1,2,3,3,1,2,7,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340424,2020,34,23,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340425,2020,34,15,2,1,2,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
340426,2020,34,29,1,1,2,2,2,4,2,3,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
340427,2020,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340428,2020,34,11,1,1,2,2,2,4,2,4,2,1,2,1,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340429,2020,34,29,1,1,2,2,2,1,2,5,2,5,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340430,2020,34,21,1,1,2,2,2,1,2,2,2,5,2,1,3,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340431,2020,34,13,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
340432,2020,34,13,1,1,2,2,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340433,2020,34,39,1,1,2,2,1,4,2,1,3,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,0,0,0
340434,2020,34,19,1,1,2,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340435,2020,34,15,1,1,2,2,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340436,2020,34,17,1,1,2,2,2,1,1,3,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340437,2020,34,3,1,1,2,2,2,4,1,4,1,1,2,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340438,2020,34,35,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340439,2020,34,25,1,1,2,2,2,4,2,3,2,1,1,1,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340440,2020,34,11,1,1,2,2,2,1,1,4,1,4,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
340441,2020,34,17,1,1,2,2,2,1,1,5,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340442,2020,34,23,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340443,2020,34,23,1,1,2,2,2,1,2,3,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,0,0,0
340444,2020,34,23,1,1,2,2,2,1,2,3,2,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340445,2020,34,23,1,1,2,2,2,1,2,3,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340446,2020,34,25,1,1,2,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340447,2020,34,1,1,1,2,2,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340448,2020,34,31,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340449,2020,34,29,1,1,2,2,2,1,2,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340450,2020,34,23,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340451,2020,34,7,1,1,2,2,2,1,2,3,3,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340452,2020,34,29,1,1,2,3,2,4,2,6,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340453,2020,34,5,1,1,2,2,2,1,2,3,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
340454,2020,34,7,1,1,2,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340455,2020,34,25,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340456,2020,34,3,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340457,2020,34,29,1,1,2,2,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340458,2020,34,35,1,1,2,2,2,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340459,2020,34,7,1,1,2,2,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340460,2020,34,35,1,1,2,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340461,2020,34,3,1,1,2,2,2,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340462,2020,34,39,1,1,2,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340463,2020,34,1,1,1,2,2,2,1,2,4,2,3,1,1,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
340464,2020,34,37,1,1,2,2,2,1,1,5,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340465,2020,34,19,1,1,2,1,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
340466,2020,34,3,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,0,0,0
340467,2020,34,27,1,1,2,2,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
340468,2020,34,33,1,1,2,1,1,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340469,2020,34,41,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340470,2020,34,5,1,1,2,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340471,2020,34,21,1,1,2,2,2,1,2,2,2,4,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340472,2020,34,21,2,1,2,2,1,1,2,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340473,2020,34,11,3,1,2,2,2,1,1,4,1,4,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340474,2020,34,1,1,1,2,2,2,1,1,3,1,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340475,2020,34,39,1,1,2,2,2,1,1,3,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,0,0,0
340476,2020,34,23,2,1,2,2,2,1,2,3,2,4,2,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340477,2020,34,21,1,1,2,2,2,4,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340478,2020,34,1,1,1,2,2,2,1,2,4,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340479,2020,34,23,1,1,2,2,2,1,2,5,3,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340480,2020,34,13,1,1,2,2,2,1,1,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
340481,2020,34,25,1,1,2,3,3,1,1,7,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
340482,2020,34,13,1,1,2,2,2,1,1,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340483,2020,34,11,1,1,2,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340484,2020,34,9,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340485,2020,34,13,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340486,2020,34,7,1,1,2,1,2,1,2,6,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340487,2020,34,23,1,1,2,2,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340488,2020,34,19,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340489,2020,34,41,1,1,2,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340490,2020,34,7,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340491,2020,34,5,1,1,2,1,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340492,2020,34,25,1,1,2,1,2,4,2,5,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340493,2020,34,27,1,1,2,2,2,1,1,6,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340494,2020,34,31,1,1,2,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0
340495,2020,34,29,1,1,2,2,2,1,1,3,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340496,2020,34,23,1,1,2,2,2,1,1,4,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
